v1,v2,v3,v4,v5,v6,v7,v8,v9,v10,estimation,europe,groupedcategory,westcoast,cookies,sportingevent,q55,q61,q63,q65,v21,q67_1,q67_2,q67_3,q67_4,q67,q83_1,q83_2,q8,q9,q10,q11,q12,q84_1,q84_2,q18,q19,q20,q21,q22,q85_1,q85_2,q13,q14,q15,q16,q17,q86_1,q86_2,q2,q4,q5,q6,q3,v55,q57,q59_1,v58,filter
R_0iGDB82Do9x9Cmh,Default Response Set,Anonymous,,,178,0,11/14/13 11:37,11/14/13 11:41,1,after,packed,bottom,unpacked,packed,packed,1,1,4,7,,,,,,1,75,25,,1,,,Theater,25,75,,1,,,Chocolate ice cream cone,50,50,1,,,,Boston,75,25,,1,,,Italy,1,1,30,should make your anwsers bubbles insted of having to write them.,
R_6X1ro6iTLtMNOpT,Default Response Set,Anonymous,,,141,0,11/14/13 11:36,11/14/13 11:41,1,before,unpacked,top,packed,unpacked,unpacked,1,1,4,7,,,,,,1,70,30,,,1,,Opera,30,70,,,1,,Chocolate ice cream cone,50,50,,,,1,Washington D.C.,85,15,,,1,,Germany,1,2,40,I enjoyed taking part in the study. Thank you!,
R_1AMsA1NTqlAzqOp,Default Response Set,Anonymous,,,59,0,11/14/13 11:39,11/14/13 11:41,1,after,packed,top,unpacked,packed,packed,1,1,4,7,,,,,,1,70,30,,,,1,NBA,40,60,,,,1,Chocolate ice cream cone,0,100,,,1,,San Francisco,30,70,,,,1,Vietnam,1,1,25,,
R_0B8QaImba6QdRxX,Default Response Set,Anonymous,,,209,0,11/14/13 11:39,11/14/13 11:41,1,before,unpacked,top,unpacked,packed,packed,1,1,4,7,,,,,,1,75,25,,,,1,Theater,40,60,,,,1,Vanilla ice cream cone,75,25,,,1,,Boston,75,25,,,1,,Germany,1,1,34,,
R_3qG4ZYVK6g7vFY1,Default Response Set,Anonymous,,,191,0,11/14/13 11:39,11/14/13 11:42,1,after,packed,bottom,packed,unpacked,unpacked,1,1,4,7,,,,,,1,70,30,1,,,,NFL game,65,35,1,,,,Peanut Butter cookie,20,80,,1,,,Philadelphia,80,20,,1,,,Italy,1,1,34,Not at this time,
R_6EDKImEadoDQGmp,Default Response Set,Anonymous,,,297,0,11/14/13 11:39,11/14/13 11:42,1,after,unpacked,top,packed,packed,unpacked,1,1,4,7,,,,,,1,95,5,,,1,,MLB game,60,40,,,,1,Chocolate ice cream cone,50,50,,,,1,Washington D.C.,85,15,,,1,,Italy,1,1,21,,
R_3CoNKntofadSzgp,Default Response Set,Anonymous,,,212,0,11/14/13 11:38,11/14/13 11:42,1,before,packed,top,unpacked,packed,packed,1,1,4,7,,,,,,1,80,20,,,,1,musical,40,60,,,,1,Chocolate chip,50,50,,,1,,seattle,80,20,,,,1,France,1,2,27,,
R_3ynfKX2cPDkWdUh,Default Response Set,Anonymous,,,136,0,11/14/13 11:39,11/14/13 11:42,1,before,unpacked,top,unpacked,packed,packed,1,1,4,7,,,,,,1,80,20,,,,1,Opera,75,25,,,,1,Chocolate ice cream cone,70,30,,,1,,Washington D.C.,80,20,,,1,,Japan,1,2,30,No comments.  Thank you!,
R_0GSI2LLJDMP1EJT,Default Response Set,Anonymous,,,40,0,11/14/13 11:40,11/14/13 11:42,1,after,unpacked,bottom,packed,unpacked,packed,1,1,4,7,,,,,,1,75,25,,1,,,NFL,50,50,1,,,,Peanut Butter Cookie,80,20,,1,,,Portland,60,40,1,,,,Japan,1,1,25,,
R_2ldLyx75nKV0VG5,Default Response Set,Anonymous,,,296,0,11/14/13 11:41,11/14/13 11:43,1,before,packed,bottom,packed,unpacked,unpacked,1,1,4,7,,,,,,1,60,40,1,,,,Musical,50,50,1,,,,vanilla ice cream cone,60,40,,1,,,San Francisco,60,40,,1,,,Italy,1,2,30,no,
R_8bTtBbF3F03tTy5,Default Response Set,Anonymous,,,285,0,11/14/13 11:37,11/14/13 11:43,1,after,unpacked,bottom,packed,unpacked,unpacked,1,1,4,7,,,,,,1,70,30,1,,,,NFL game,40,60,1,,,,oatmeal raisin cookie,50,50,,1,,,Boston,60,40,1,,,,France,1,2,33,,
R_0JauNUizsf7Rbvf,Default Response Set,Anonymous,,,8,0,11/14/13 11:40,11/14/13 11:43,1,before,packed,top,unpacked,packed,unpacked,1,1,4,7,,,,,,1,70,30,,,1,,Musical,50,50,,,,1,chocolate chip cookie,50,50,,,1,,Washington D.C.,80,20,,,,1,Germany,1,2,36,,
R_5ti3UG6LhvsqT1X,Default Response Set,Anonymous,,,45,0,11/14/13 11:40,11/14/13 11:43,1,before,packed,top,packed,packed,packed,1,1,4,7,,,,,,1,65,35,,,,1,Musical,40,60,,,,1,strawberry ice cream cone,50,50,,,,1,Boston,70,30,,,,1,Japan,1,2,18,,
R_5c3uzwlAxgGH2aF,Default Response Set,Anonymous,,,243,0,11/14/13 11:38,11/14/13 11:43,1,after,unpacked,bottom,unpacked,packed,packed,1,1,4,7,,,,,,1,50,50,,1,,,Musical,30,70,,1,,,Chocolate ice cream cone,50,50,1,,,,San Francisco,70,30,1,,,,Italy,1,1,38,"It was difficult to select a couple of the items. Didn't know if I had to spell it out, or put the letter, etc.",1
R_e9yI2E9tu7NINmZ,Default Response Set,Anonymous,,,132,0,11/14/13 11:40,11/14/13 11:43,1,before,packed,bottom,packed,packed,packed,1,1,4,7,,,,,,1,90,10,,1,,,nfl,20,80,,1,,,chocolate ice cream,25,75,,1,,,boston,50,50,,1,,,italy,1,1,28,no,
R_3XaPlZ0LkwjSDDn,Default Response Set,Anonymous,,,35,0,11/14/13 11:39,11/14/13 11:43,1,after,packed,bottom,packed,unpacked,unpacked,1,1,4,7,,,,,,1,30,70,1,,,,Musical,50,50,1,,,,Chocolate ice cream cone,50,50,,1,,,Boston,60,40,,1,,,Japan,1,2,22,,
R_6PQt45OCFe8XzTv,Default Response Set,Anonymous,,,121,0,11/14/13 11:40,11/14/13 11:43,1,before,unpacked,bottom,unpacked,unpacked,packed,1,1,4,7,,,,,,1,75,25,,1,,,Musical,40,60,1,,,,Oatmeal Raisin,50,50,1,,,,Philadelphia,40,60,1,,,,Japan,1,2,19,,
R_8xqOhDnnwegCLk1,Default Response Set,Anonymous,,,286,0,11/14/13 11:40,11/14/13 11:43,1,after,packed,top,packed,packed,unpacked,1,1,4,7,,,,,,1,70,30,,,1,,mlb game,70,30,,,,1,Strawberry ice cream,60,40,,,,1,San Francisco,55,45,,,,1,France,1,1,37,,
R_3l0q2GsKymIja0l,Default Response Set,Anonymous,,,14,0,11/14/13 11:38,11/14/13 11:43,1,before,packed,top,packed,unpacked,unpacked,1,1,4,7,,,,,,1,85,15,,,1,,MLB game,40,60,,,1,,Oatmeal Raisin cookie,50,50,,,,1,Philadelphia,80,20,,,,1,Japan,1,2,24,no.,
R_9LEH4qVgqrrFllP,Default Response Set,Anonymous,,,18,0,11/14/13 11:41,11/14/13 11:43,1,after,unpacked,top,packed,unpacked,unpacked,1,1,4,7,,,,,,1,70,30,,,1,,NFL game,30,70,,,1,,Chocolate Chip cookie,40,60,,,,1,Philadelphia,90,10,,,1,,France,1,1,24,,
R_bKORUkJsBlqvRkN,Default Response Set,Anonymous,,,204,0,11/14/13 11:38,11/14/13 11:44,1,before,unpacked,top,unpacked,packed,unpacked,1,1,4,7,,,,,,1,70,30,,,1,,NFL game,10,90,,,,1,chocolate ice cream cone,40,60,,,1,,San Francisco,90,10,,,1,,France,1,1,24,Nope!,
R_e39W6Q7bt2823hb,Default Response Set,Anonymous,,,319,0,11/14/13 11:41,11/14/13 11:44,1,before,unpacked,top,unpacked,unpacked,packed,1,1,4,7,,,,,,1,70,30,,,,1,NFL,50,50,,,1,,Oatmeal Raisin cookie,40,60,,,1,,Boston,75,25,,,1,,Germany,1,1,22,,
R_1FdUhLB05ZW4uTX,Default Response Set,Anonymous,,,330,0,11/14/13 11:38,11/14/13 11:44,1,after,packed,bottom,packed,unpacked,packed,1,1,4,7,,,,,,1,70,30,,1,,,NBA,65,35,1,,,,Oatmeal Raisin cookie,65,35,,1,,,Philadelphia,80,20,,1,,,Japan,1,1,25,,
R_0NyuLsrsPkwY3Mp,Default Response Set,Anonymous,,,313,0,11/14/13 11:40,11/14/13 11:44,1,before,unpacked,top,unpacked,unpacked,unpacked,1,1,4,7,,,,,,1,60,40,,,1,,NBA game,50,50,,,1,,Chocolate Chip cookie,60,40,,,1,,Seattle,75,25,,,1,,Italy,1,2,27,no,
R_4OwP7efNyxHDzlH,Default Response Set,Anonymous,,,74,0,11/14/13 11:40,11/14/13 11:44,1,after,unpacked,top,unpacked,packed,packed,1,1,4,7,,,,,,1,85,15,,,,1,NFL,50,50,,,,1,Chocolate Chip Cookie,70,30,,,1,,Washington D.C.,75,25,,,1,,Italy,1,1,45,"I live near Seattle so an East Coast trip is much more appealing to me than anything on the West Coast (been there, done that many times).",
R_4URA6jJn25iQc4t,Default Response Set,Anonymous,,,77,0,11/14/13 11:39,11/14/13 11:44,1,after,packed,bottom,unpacked,unpacked,packed,1,1,4,7,,,,,,1,90,10,,1,,,Theater,70,30,1,,,,Chocolate Chip cookie,85,15,1,,,,San Francisco,80,20,,1,,,Japan,1,2,37,Thank you for allowing me to participate.  Have a wonderful day!,
R_2soOtP7IPnryMg5,Default Response Set,Anonymous,,,71,0,11/14/13 11:42,11/14/13 11:44,1,before,unpacked,top,unpacked,packed,unpacked,1,1,4,7,,,,,,1,0,100,,,1,,Musical,0,100,,,,1,Vanilla,100,0,,,1,,San Francisco,0,100,,,1,,Japan,1,2,26,,
R_aa6WMCwyrap6nc1,Default Response Set,Anonymous,,,281,0,11/14/13 11:40,11/14/13 11:44,1,after,unpacked,bottom,unpacked,unpacked,unpacked,1,1,4,7,,,,,,1,75,25,1,,,,MLB game,50,50,1,,,,Chocolate Chip cookie,55,45,1,,,,San Francisco,65,35,1,,,,Japan,1,1,28,,
R_3KszReA50Hhn3nf,Default Response Set,Anonymous,,,65,0,11/14/13 11:42,11/14/13 11:44,1,after,unpacked,top,packed,packed,unpacked,1,1,4,7,,,,,,1,90,10,,,1,,Musical,30,70,,,,1,Peanut Butter Cookie,50,50,,,,1,Seattle,60,40,,,1,,Germany,1,1,39,,
R_efaBuZvs9YQGr4h,Default Response Set,Anonymous,,,306,0,11/14/13 11:42,11/14/13 11:44,1,after,unpacked,top,packed,packed,packed,1,1,4,7,,,,,,1,70,30,,,,1,Opera,50,50,,,,1,Vanilla ice cream cone,50,50,,,,1,San Francisco,60,40,,,1,,Italy,1,1,24,,
R_bIbulE3pRT1d56l,Default Response Set,Anonymous,,,101,0,11/14/13 11:42,11/14/13 11:45,1,after,unpacked,top,packed,unpacked,packed,1,1,4,7,,,,,,1,70,30,,,,1,NFL,40,60,,,1,,Chocolate Ice cream cone,60,40,,,,1,San Francisco,80,20,,,1,,Italy,1,1,21,,
R_8A1a6KZ1jcxkZcp,Default Response Set,Anonymous,,,101,0,11/14/13 11:42,11/14/13 11:45,1,before,unpacked,bottom,unpacked,unpacked,packed,1,1,4,7,,,,,,1,90,10,,1,,,NFL,60,40,1,,,,Oatmeal Raisin cookie,60,40,1,,,,Seattle,80,20,1,,,,Italy,1,1,20,,
R_bwGbSQ0r6RJgvch,Default Response Set,Anonymous,,,87,0,11/14/13 11:42,11/14/13 11:45,1,before,unpacked,bottom,unpacked,packed,unpacked,1,1,4,7,,,,,,1,85,15,1,,,,Theater,55,45,,1,,,Chocolate Chip Cookie,40,60,1,,,,Boston,80,20,1,,,,Japan,1,1,30,,
R_cHZebTLRWafwSUd,Default Response Set,Anonymous,,,54,0,11/14/13 11:40,11/14/13 11:45,1,after,unpacked,top,unpacked,unpacked,unpacked,1,1,4,7,,,,,,1,80,20,,,1,,MLB game,30,70,,,1,,Chocolate Chip cookie,65,35,,,1,,Seattle,90,10,,,1,,France,1,1,27,No,
R_9YtwByrMiqEY5Ol,Default Response Set,Anonymous,,,219,0,11/14/13 11:40,11/14/13 11:45,1,after,packed,bottom,packed,packed,packed,1,1,4,7,,,,,,1,55,45,,1,,,Theater,36,64,,1,,,Chocolate ice cream cone,62,38,,1,,,Boston,75,25,,1,,,France,1,2,33,This was an enjoyable study. ,
R_9ZdiTODRfCZYmi1,Default Response Set,Anonymous,,,30,0,11/14/13 11:42,11/14/13 11:45,1,before,packed,bottom,unpacked,unpacked,packed,1,1,4,7,,,,,,1,70,30,,1,,,Opera,60,40,1,,,,Chocolate Chip Cookie,60,40,1,,,,San Francisco,50,50,,1,,,Vietnam,1,1,22,,
R_d12Iu4trHEQ42nH,Default Response Set,Anonymous,,,39,0,11/14/13 11:41,11/14/13 11:45,1,before,packed,bottom,packed,packed,packed,1,1,4,7,,,,,,1,80,20,,1,,,NFL,70,30,,1,,,Chocolate Chip,30,70,,1,,,Washington D.C.,5,95,,1,,,China,1,1,44,,
R_9MFDDkVXTyJKanb,Default Response Set,Anonymous,,,15,0,11/14/13 11:42,11/14/13 11:45,1,after,packed,bottom,packed,packed,packed,1,1,4,7,,,,,,1,65,35,,1,,,nfl game,33,67,,1,,,Vanilla ice cream cone,35,65,,1,,,boston,65,35,,1,,,italy,1,1,34,quick and easy. thanks! ,
R_eRpRcqJGVc3y4pD,Default Response Set,Anonymous,,,24,0,11/14/13 11:44,11/14/13 11:45,1,after,unpacked,bottom,unpacked,unpacked,packed,1,1,4,7,,,,,,1,75,25,,1,,,Theater,75,25,1,,,,Chocolate Chip Cookie,90,10,1,,,,San Francisco,33,67,1,,,,Japan,1,1,25,,
R_bdV5eo98oxiECIB,Default Response Set,Anonymous,,,334,0,11/14/13 11:43,11/14/13 11:45,1,after,packed,bottom,unpacked,unpacked,unpacked,1,1,4,7,,,,,,1,70,30,1,,,,MLB game,60,40,1,,,,Peanut Butter cookie,60,40,1,,,,Portland,50,50,,1,,,Japan,1,1,30,,
R_ehYFVuhLWUkpxOd,Default Response Set,Anonymous,,,268,0,11/14/13 11:44,11/14/13 11:46,1,before,packed,top,packed,packed,unpacked,1,1,4,7,,,,,,1,40,60,,,1,,Theater,50,50,,,,1,strawberry ice cream cone,70,30,,,,1,San Francisco,75,25,,,,1,France,1,1,20,,
R_3lSuVert4PW7fdX,Default Response Set,Anonymous,,,98,0,11/14/13 11:43,11/14/13 11:46,1,after,packed,top,packed,packed,unpacked,1,1,4,7,,,,,,1,75,25,,,1,,Musical,25,75,,,,1,Strawberry ice cream cone,70,30,,,,1,Boston,80,20,,,,1,France,1,2,31,,
R_1zDmJoPajbTSAXH,Default Response Set,Anonymous,,,173,0,11/14/13 11:42,11/14/13 11:46,1,before,unpacked,top,unpacked,unpacked,unpacked,1,1,4,7,,,,,,1,65,35,,,1,,Musical,60,40,,,1,,Chocolate Chip cookie,50,50,,,1,,San Francisco,80,20,,,1,,Japan,1,2,23,,
R_cShldLh5tjLhNU9,Default Response Set,Anonymous,,,170,0,11/14/13 11:44,11/14/13 11:46,1,before,unpacked,bottom,packed,packed,unpacked,1,1,4,7,,,,,,1,40,60,1,,,,NBA GAME,30,70,,1,,,Chocolate ice cream cone,70,30,,1,,,Portland,60,40,1,,,,Italy,1,1,23,,
R_b32iISfn1TcXD7f,Default Response Set,Anonymous,,,13,0,11/14/13 11:41,11/14/13 11:46,1,after,unpacked,top,unpacked,packed,packed,1,1,4,7,,,,,,1,85,15,,,,1,theater,75,25,,,,1,Chocolate ice cream cone,50,50,,,1,,Seattle,70,30,,,1,,Italy,1,1,37,"I wanted to choose cookie, but for some reason it kept saying I was spelling it wrong no matter what I did.",1
R_9MiKebQ2cO9nObr,Default Response Set,Anonymous,,,111,0,11/14/13 11:44,11/14/13 11:47,1,after,unpacked,top,unpacked,packed,unpacked,1,1,4,7,,,,,,1,95,5,,,1,,NBA game,50,50,,,,1,Chocolate Ice cream cone,70,30,,,1,,San Francisco,80,20,,,1,,Germany,1,1,21,fun,
R_86VUR7eeKpRjm2V,Default Response Set,Anonymous,,,149,0,11/14/13 11:43,11/14/13 11:47,1,after,packed,bottom,packed,unpacked,packed,1,1,4,7,,,,,,1,50,50,,1,,,Musical,50,50,1,,,,Chocolate Chip Cookie,70,30,,1,,,Washington D.C.,90,10,,1,,,France,1,2,45,Thank you!,
R_3t0x4qmXkp22JNz,Default Response Set,Anonymous,,,277,0,11/14/13 11:43,11/14/13 11:47,1,after,packed,bottom,unpacked,packed,packed,1,1,4,7,,,,,,1,60,40,,1,,,NFL,30,70,,1,,,Peanut butter cookie,50,50,1,,,,San Francisco,80,20,,1,,,Japan,1,2,35,,
R_eKZSQJWtVvpS0qp,Default Response Set,Anonymous,,,329,0,11/14/13 11:45,11/14/13 11:47,1,after,packed,bottom,packed,unpacked,unpacked,1,1,4,7,,,,,,1,100,0,1,,,,NFL game,60,40,1,,,,Chocolate chip cookie,50,50,,1,,,Washington D.C.,80,20,,1,,,Italy,1,2,24,,
R_cMd8wj9FQAUaz9X,Default Response Set,Anonymous,,,287,0,11/14/13 11:42,11/14/13 11:47,1,after,unpacked,top,unpacked,unpacked,unpacked,1,1,4,7,,,,,,1,65,35,,,1,,NFL game,80,20,,,1,,Peanut Butter cookie,50,50,,,1,,Seattle,60,40,,,1,,Italy,1,2,24,,
R_7PBtOjm5qje8aMt,Default Response Set,Anonymous,,,19,0,11/14/13 11:41,11/14/13 11:48,1,before,packed,bottom,unpacked,packed,packed,1,1,4,7,,,,,,1,80,20,,1,,,NBA game,33,67,,1,,,Vanilla ice cream cone,50,50,1,,,,San Francisco,80,20,,1,,,Italy,1,1,26,,
R_dbqdRBa54viwd93,Default Response Set,Anonymous,,,257,0,11/14/13 11:45,11/14/13 11:48,1,after,unpacked,bottom,packed,unpacked,packed,1,1,4,7,,,,,,1,70,30,,1,,,NFL,50,50,1,,,,chocolate Ice cream cone,40,60,,1,,,San Francisco,80,20,1,,,,Italy,1,1,26,,
R_a8YAgSfkxmrRjSZ,Default Response Set,Anonymous,,,193,0,11/14/13 11:44,11/14/13 11:48,1,before,packed,bottom,packed,unpacked,packed,1,1,4,7,,,,,,1,60,40,,1,,,Theater,55,45,1,,,,Chocolate Chip cookie,50,50,,1,,,Washington D.C.,80,20,,1,,,Japan,1,2,28,,
R_e4EoF9M9ayKmDrf,Default Response Set,Anonymous,,,7,0,11/14/13 11:41,11/14/13 11:48,1,after,packed,bottom,packed,packed,unpacked,1,1,4,7,,,,,,1,60,40,1,,,,NFL Game,50,50,,1,,,Strawberry ice cream cone,30,70,,1,,,Boston,70,30,,1,,,France,1,2,29,,
R_djvcokbn8KxvUTr,Default Response Set,Anonymous,,,197,0,11/14/13 11:46,11/14/13 11:48,1,after,packed,bottom,unpacked,packed,unpacked,1,1,4,7,,,,,,1,80,20,1,,,,NFL Game,30,70,,1,,,Strawberry Ice Cream,60,40,1,,,,Seattle,70,30,,1,,,Japan,1,1,28,,
R_1MQKzGBKqoHyHCB,Default Response Set,Anonymous,,,216,0,11/14/13 11:39,11/14/13 11:49,1,before,unpacked,top,packed,packed,packed,1,1,4,7,,,,,,1,85,15,,,,1,Theater,10,90,,,,1,Vanilla ice cream cone,20,80,,,,1,Boston,75,25,,,1,,Italy,1,1,49,"suddenly, I crave ice cream. /  / Would have been easier with radio buttons. /  / That said, it was interesting.  Thanks for posting.",
R_9mndN4O4RV3ofCB,Default Response Set,Anonymous,,,253,0,11/14/13 11:42,11/14/13 11:49,1,after,packed,top,packed,unpacked,packed,1,1,4,7,,,,,,1,85,15,,,,1,Theater,40,60,,,1,,Chocolate Chip cookie,40,60,,,,1,Portland,65,35,,,,1,Japan,1,1,23,,
R_8ACd5mHFyaQg7qZ,Default Response Set,Anonymous,,,234,0,11/14/13 11:45,11/14/13 11:49,1,before,packed,top,packed,unpacked,packed,1,1,4,7,,,,,,1,70,30,,,,1,Opera,40,60,,,1,,Chocolate ice cream cone,50,50,,,,1,Portland,70,30,,,,1,France,1,1,32,Nope,
R_8pR0yV7uFvXWEu1,Default Response Set,Anonymous,,,47,0,11/14/13 11:43,11/14/13 11:49,1,before,unpacked,top,packed,unpacked,unpacked,1,1,4,7,,,,,,1,70,30,,,1,,NFL Game,50,50,,,1,,Peanut Butter cookie,70,30,,,,1,Boston,60,40,,,1,,Italy,1,1,32,very odd entry box.,
R_577CWGI2FFYdb25,Default Response Set,Anonymous,,,176,0,11/14/13 11:42,11/14/13 11:49,1,before,packed,bottom,unpacked,unpacked,unpacked,1,1,4,7,,,,,,1,60,40,1,,,,MLB game,35,65,1,,,,Chocolate Chip cookie,65,35,1,,,,Seattle,50,50,,1,,,Japan,1,1,55,,
R_cLUb4uj4xiPbKYd,Default Response Set,Anonymous,,,293,0,11/14/13 11:43,11/14/13 11:49,1,before,unpacked,top,packed,packed,packed,1,1,4,7,,,,,,1,80,20,,,,1,Theater,40,60,,,,1,Chocolate ice cream cone,60,40,,,,1,Washington D.C.,75,25,,,1,,Italy,1,2,38,,
R_03B34pYQ4P1IuP3,Default Response Set,Anonymous,,,311,0,11/14/13 11:45,11/14/13 11:49,1,before,packed,top,unpacked,packed,unpacked,1,1,4,7,,,,,,1,60,40,,,1,,Opera,15,85,,,,1,Chocolate ice cream cone,45,55,,,1,,Portland,70,30,,,,1,France,1,1,29,None thank you,
R_82eRg1G8kghVX3T,Default Response Set,Anonymous,,,325,0,11/14/13 11:47,11/14/13 11:50,1,after,unpacked,bottom,packed,packed,unpacked,1,1,4,7,,,,,,1,50,50,1,,,,NFL game,25,75,,1,,,Chocolate ice cream cone,50,50,,1,,,Washington D.C.,50,50,1,,,,Italy,1,2,37,,
R_bsaMPv1i1p5LLLf,Default Response Set,Anonymous,,,16,0,11/14/13 11:47,11/14/13 11:50,1,before,packed,bottom,packed,packed,unpacked,1,1,4,7,,,,,,1,60,40,1,,,,Musical,20,80,,1,,,Vanilla ice cream cone,30,70,,1,,,Washington D.C.,80,20,,1,,,Japan,1,1,26,,
R_1FSGob6MYAVOhql,Default Response Set,Anonymous,,,128,0,11/14/13 11:46,11/14/13 11:50,1,before,unpacked,bottom,packed,packed,packed,1,1,4,7,,,,,,1,70,30,,1,,,Theater,40,60,,1,,,Chocolate ice cream cone,60,40,,1,,,San Francisco,70,30,1,,,,France,1,1,24,,
R_dmPF0xu4guEqWu9,Default Response Set,Anonymous,,,221,0,11/14/13 11:47,11/14/13 11:50,1,after,packed,bottom,packed,unpacked,unpacked,1,1,4,7,,,,,,1,70,30,1,,,,NFL game,50,50,1,,,,Chocolate Chip cookie,50,50,,1,,,Boston,60,40,,1,,,China,1,1,43,no,
R_1RKQCOSijONGsip,Default Response Set,Anonymous,,,33,0,11/14/13 11:48,11/14/13 11:50,1,after,packed,top,packed,unpacked,packed,1,1,4,7,,,,,,1,70,30,,,,1,theater,35,65,,,1,,Vanilla ice cream,50,50,,,,1,San Francisco,50,50,,,,1,Germany,1,2,22,,
R_3DUS03viXQmV5Gd,Default Response Set,Anonymous,,,22,0,11/14/13 11:48,11/14/13 11:51,1,before,unpacked,bottom,unpacked,packed,unpacked,1,1,4,7,,,,,,1,60,40,1,,,,Musical,50,50,,1,,,Peanut Butter,40,60,1,,,,Seattle,70,30,1,,,,Germany,1,2,24,,
R_553qEU5cEFK8pWR,Default Response Set,Anonymous,,,309,0,11/14/13 11:48,11/14/13 11:51,1,before,packed,top,unpacked,unpacked,packed,1,1,4,7,,,,,,1,60,40,,,,1,MLB game,50,50,,,1,,Peanut Butter cookie,50,50,,,1,,Boston,70,30,,,,1,France,1,2,25,,
R_9uZvYoXR1jRf47H,Default Response Set,Anonymous,,,131,0,11/14/13 11:47,11/14/13 11:51,1,after,unpacked,top,unpacked,unpacked,packed,1,1,4,7,,,,,,1,50,50,,,,1,Theater,60,40,,,1,,Chocolate Chip cookie,25,75,,,1,,Seattle,50,50,,,1,,Italy,1,1,28,,
R_3CPvT6YKZcW1jDf,Default Response Set,Anonymous,,,86,0,11/14/13 11:49,11/14/13 11:51,1,after,packed,bottom,unpacked,unpacked,unpacked,1,1,4,7,,,,,,1,80,20,1,,,,Musical,50,50,1,,,,Peanut Butter cookie,65,35,1,,,,San Francisco,70,30,,1,,,Japan,1,2,27,none,
R_6ikgvFcrJTZVn3D,Default Response Set,Anonymous,,,261,0,11/14/13 11:48,11/14/13 11:51,1,before,packed,bottom,packed,packed,packed,1,1,4,7,,,,,,1,40,60,,1,,,Theater,80,20,,1,,,Chocolate Chip,50,50,,1,,,Seattle,20,80,,1,,,Japan,1,1,27,,
R_7QbefYeMNTfn5it,Default Response Set,Anonymous,,,331,0,11/14/13 11:49,11/14/13 11:51,1,after,unpacked,top,unpacked,unpacked,unpacked,1,1,4,7,,,,,,1,70,30,,,1,,NFL game,30,70,,,1,,Peanut Butter cookie,35,65,,,1,,portland,50,50,,,1,,Italy,1,1,35,,
R_7PzUkjfKTLKZcpf,Default Response Set,Anonymous,,,260,0,11/14/13 11:46,11/14/13 11:51,1,before,packed,top,unpacked,unpacked,packed,1,1,4,7,,,,,,1,70,30,,,,1,musical,20,80,,,1,,vanilla,80,20,,,1,,San Francisco,70,30,,,,1,france,1,2,30,,
R_9FgvypuMDvJ7f5X,Default Response Set,Anonymous,,,109,0,11/14/13 11:46,11/14/13 11:52,1,after,unpacked,bottom,packed,packed,unpacked,1,1,4,7,,,,,,1,80,20,1,,,,NFL game,60,40,,1,,,Vanilla ice cream cone,55,45,,1,,,Portland,65,35,1,,,,Italy,1,1,26,,
R_0Bs7NCBV7yUSpZH,Default Response Set,Anonymous,,,248,0,11/14/13 11:47,11/14/13 11:52,1,before,unpacked,top,unpacked,packed,packed,1,1,4,7,,,,,,1,60,40,,,,1,Opera,40,60,,,,1,Chocolate ice cream cone,40,60,,,1,,San Francisco,70,30,,,1,,italy,1,1,27,No.,
R_blbwaM3pY2M6HyJ,Default Response Set,Anonymous,,,34,0,11/14/13 11:50,11/14/13 11:53,1,before,packed,top,unpacked,unpacked,unpacked,1,1,4,7,,,,,,1,85,15,,,1,,NFL game,35,65,,,1,,Peanut Butter cookie,50,50,,,1,,Seattle,80,20,,,,1,Germany,1,1,21,,
R_1YcyI2slpAPEgrH,Default Response Set,Anonymous,,,269,0,11/14/13 11:51,11/14/13 11:53,1,after,packed,bottom,packed,unpacked,packed,1,1,4,7,,,,,,1,60,40,,1,,,Musical,50,50,1,,,,Peanut Butter cookie,60,40,,1,,,Portland,70,30,,1,,,Germany,1,1,18,<3,
R_8183HUWTbhvucEB,Default Response Set,Anonymous,,,73,0,11/14/13 11:50,11/14/13 11:53,1,after,unpacked,top,unpacked,packed,packed,1,1,4,7,,,,,,1,90,10,,,,1,NBA,25,75,,,,1,Strawberry ice cream cone,40,60,,,1,,Seattle,60,40,,,1,,Japan,1,1,27,,
R_erp3nZFEsMElEYB,Default Response Set,Anonymous,,,282,0,11/14/13 11:50,11/14/13 11:53,1,after,unpacked,bottom,packed,packed,packed,1,1,4,7,,,,,,1,90,10,,1,,,Theater,25,75,,1,,,Vanilla ice cream cone,70,30,,1,,,Portland,60,40,1,,,,France,1,2,30,,
R_dgoR8FnUMGthOT3,Default Response Set,Anonymous,,,55,0,11/14/13 11:52,11/14/13 11:53,1,before,unpacked,bottom,packed,packed,packed,1,1,4,7,,,,,,1,90,10,,1,,,NBA,60,40,,1,,,Chocolate Chip Cookie,60,40,,1,,,San Francisco,70,30,1,,,,Japan,1,1,26,none,
R_efJOBIthjjg67T7,Default Response Set,Anonymous,,,110,0,11/14/13 11:49,11/14/13 11:53,1,before,unpacked,top,packed,packed,packed,1,1,4,7,,,,,,1,80,20,,,,1,Musical,50,50,,,,1,Chocolate ice cream cone,80,20,,,,1,San Francisco,70,30,,,1,,Japan,1,2,26,,
