study,studylbl,id,trial,cond,position,dv
3,Study 2,171,1,1,0,1
3,Study 2,172,1,1,0,0
3,Study 2,173,1,0,1,0
3,Study 2,174,1,1,1,
3,Study 2,175,1,0,0,1
3,Study 2,176,1,1,0,1
3,Study 2,177,1,0,1,1
3,Study 2,178,1,1,1,0
3,Study 2,179,1,1,0,1
3,Study 2,180,1,1,0,0
3,Study 2,181,1,0,0,1
3,Study 2,182,1,0,1,0
3,Study 2,183,1,1,1,1
3,Study 2,184,1,1,1,1
3,Study 2,185,1,1,0,1
3,Study 2,186,1,1,0,
3,Study 2,187,1,0,1,
3,Study 2,188,1,1,0,1
3,Study 2,189,1,1,0,1
3,Study 2,190,1,0,1,0
3,Study 2,191,1,1,1,
3,Study 2,192,1,0,1,1
3,Study 2,193,1,0,0,1
3,Study 2,194,1,1,1,0
3,Study 2,195,1,1,0,0
3,Study 2,196,1,1,0,0
3,Study 2,197,1,0,0,
3,Study 2,198,1,0,1,0
3,Study 2,199,1,0,1,1
3,Study 2,200,1,1,0,1
3,Study 2,201,1,1,1,1
4,Study 3,1,1,0,1,1
4,Study 3,1,2,0,1,1
4,Study 3,1,3,1,1,0
4,Study 3,1,4,0,1,0
4,Study 3,2,1,0,0,1
4,Study 3,2,2,1,0,0
4,Study 3,2,3,0,0,0
4,Study 3,2,4,1,0,1
4,Study 3,3,1,1,0,1
4,Study 3,3,2,0,0,0
4,Study 3,3,3,0,0,0
4,Study 3,3,4,0,0,1
4,Study 3,4,1,1,1,1
4,Study 3,4,2,1,1,0
4,Study 3,4,3,1,1,1
4,Study 3,4,4,1,1,1
4,Study 3,5,1,0,0,1
4,Study 3,5,2,0,0,0
4,Study 3,5,3,0,0,1
4,Study 3,5,4,0,0,1
4,Study 3,6,1,1,0,1
4,Study 3,6,2,1,0,0
4,Study 3,6,3,0,0,1
4,Study 3,6,4,0,0,0
4,Study 3,7,1,1,1,1
4,Study 3,7,2,1,1,0
4,Study 3,7,3,0,1,1
4,Study 3,7,4,1,1,1
4,Study 3,8,1,0,0,1
4,Study 3,8,2,0,0,0
4,Study 3,8,3,1,0,1
4,Study 3,8,4,0,0,0
4,Study 3,9,1,1,0,1
4,Study 3,9,2,1,0,1
4,Study 3,9,3,1,0,1
4,Study 3,9,4,0,0,0
4,Study 3,10,1,0,1,0
4,Study 3,10,2,0,1,0
4,Study 3,10,3,0,1,0
4,Study 3,10,4,1,1,1
4,Study 3,11,1,0,0,1
4,Study 3,11,2,0,0,1
4,Study 3,11,3,1,0,1
4,Study 3,11,4,1,0,1
4,Study 3,12,1,1,1,1
4,Study 3,12,2,0,1,0
4,Study 3,12,3,0,1,0
4,Study 3,12,4,1,1,1
4,Study 3,13,1,0,0,0
4,Study 3,13,2,1,0,0
4,Study 3,13,3,1,0,1
4,Study 3,13,4,0,0,0
4,Study 3,14,1,1,1,1
4,Study 3,14,2,0,1,0
4,Study 3,14,3,0,1,0
4,Study 3,14,4,0,1,0
4,Study 3,15,1,1,0,1
4,Study 3,15,2,1,0,1
4,Study 3,15,3,1,0,1
4,Study 3,15,4,1,0,1
4,Study 3,16,1,0,1,1
4,Study 3,16,2,0,1,1
4,Study 3,16,3,0,1,1
4,Study 3,16,4,0,1,1
4,Study 3,17,1,1,0,0
4,Study 3,17,2,0,0,0
4,Study 3,17,3,0,0,0
4,Study 3,17,4,0,0,1
4,Study 3,18,1,1,1,1
4,Study 3,18,2,1,1,1
4,Study 3,18,3,1,1,1
4,Study 3,18,4,1,1,1
4,Study 3,19,1,0,0,1
4,Study 3,19,2,0,0,1
4,Study 3,19,3,0,0,0
4,Study 3,19,4,0,0,1
4,Study 3,20,1,0,1,1
4,Study 3,20,2,1,1,1
4,Study 3,20,3,1,1,1
4,Study 3,20,4,1,1,1
4,Study 3,21,1,0,0,1
4,Study 3,21,2,0,0,1
4,Study 3,21,3,0,0,1
4,Study 3,21,4,1,0,1
4,Study 3,22,1,1,1,1
4,Study 3,22,2,1,1,1
4,Study 3,22,3,1,1,1
4,Study 3,22,4,0,1,0
4,Study 3,23,1,1,0,1
4,Study 3,23,2,0,0,1
4,Study 3,23,3,0,0,0
4,Study 3,23,4,0,0,0
4,Study 3,24,1,1,0,0
4,Study 3,24,2,0,0,1
4,Study 3,24,3,0,0,0
4,Study 3,24,4,1,0,0
4,Study 3,25,1,0,0,1
4,Study 3,25,2,1,0,1
4,Study 3,25,3,0,0,0
4,Study 3,25,4,0,0,0
4,Study 3,26,1,0,1,1
4,Study 3,26,2,0,1,0
4,Study 3,26,3,1,1,1
4,Study 3,26,4,1,1,1
4,Study 3,27,1,0,1,0
4,Study 3,27,2,1,1,1
4,Study 3,27,3,0,1,0
4,Study 3,27,4,0,1,0
4,Study 3,28,1,1,0,1
4,Study 3,28,2,0,0,0
4,Study 3,28,3,1,0,0
4,Study 3,28,4,1,0,1
4,Study 3,29,1,1,0,0
4,Study 3,29,2,1,0,0
4,Study 3,29,3,1,0,1
4,Study 3,29,4,1,0,1
4,Study 3,30,1,0,0,1
4,Study 3,30,2,1,0,1
4,Study 3,30,3,1,0,1
4,Study 3,30,4,1,0,1
4,Study 3,31,1,1,1,0
4,Study 3,31,2,0,1,1
4,Study 3,31,3,1,1,0
4,Study 3,31,4,0,1,0
4,Study 3,32,1,0,0,1
4,Study 3,32,2,1,0,1
4,Study 3,32,3,0,0,1
4,Study 3,32,4,1,0,1
4,Study 3,33,1,1,1,0
4,Study 3,33,2,0,1,0
4,Study 3,33,3,0,1,0
4,Study 3,33,4,0,1,1
4,Study 3,34,1,0,0,0
4,Study 3,34,2,0,0,0
4,Study 3,34,3,1,0,0
4,Study 3,34,4,1,0,1
4,Study 3,35,1,0,0,1
4,Study 3,35,2,0,0,0
4,Study 3,35,3,1,0,0
4,Study 3,35,4,0,0,0
4,Study 3,36,1,1,1,0
4,Study 3,36,2,1,1,0
4,Study 3,36,3,0,1,0
4,Study 3,36,4,1,1,1
4,Study 3,37,1,1,0,1
4,Study 3,37,2,1,0,1
4,Study 3,37,3,0,0,1
4,Study 3,37,4,0,0,0
4,Study 3,38,1,0,1,0
4,Study 3,38,2,0,1,0
4,Study 3,38,3,1,1,1
4,Study 3,38,4,1,1,0
4,Study 3,39,1,0,0,0
4,Study 3,39,2,1,0,1
4,Study 3,39,3,0,0,0
4,Study 3,39,4,1,0,1
4,Study 3,40,1,1,1,1
4,Study 3,40,2,1,1,1
4,Study 3,40,3,1,1,1
4,Study 3,40,4,1,1,1
4,Study 3,41,1,1,1,1
4,Study 3,41,2,0,1,0
4,Study 3,41,3,1,1,1
4,Study 3,41,4,0,1,0
4,Study 3,42,1,0,1,0
4,Study 3,42,2,1,1,0
4,Study 3,42,3,1,1,1
4,Study 3,42,4,0,1,0
4,Study 3,43,1,0,0,1
4,Study 3,43,2,0,0,0
4,Study 3,43,3,0,0,1
4,Study 3,43,4,1,0,1
4,Study 3,44,1,1,1,1
4,Study 3,44,2,1,1,1
4,Study 3,44,3,1,1,1
4,Study 3,44,4,1,1,1
4,Study 3,45,1,1,0,1
4,Study 3,45,2,0,0,0
4,Study 3,45,3,0,0,1
4,Study 3,45,4,0,0,1
4,Study 3,46,1,0,1,1
4,Study 3,46,2,1,1,1
4,Study 3,46,3,1,1,0
4,Study 3,46,4,1,1,1
4,Study 3,47,1,0,0,1
4,Study 3,47,2,0,0,0
4,Study 3,47,3,0,0,1
4,Study 3,47,4,0,0,1
4,Study 3,48,1,1,0,1
4,Study 3,48,2,0,0,0
4,Study 3,48,3,1,0,1
4,Study 3,48,4,0,0,0
4,Study 3,49,1,1,1,1
4,Study 3,49,2,1,1,1
4,Study 3,49,3,0,1,1
4,Study 3,49,4,1,1,1
4,Study 3,50,1,0,0,1
4,Study 3,50,2,1,0,1
4,Study 3,50,3,0,0,1
4,Study 3,50,4,1,0,1
4,Study 3,51,1,0,1,0
4,Study 3,51,2,0,1,0
4,Study 3,51,3,1,1,1
4,Study 3,51,4,0,1,0
4,Study 3,52,1,1,1,0
4,Study 3,52,2,0,1,0
4,Study 3,52,3,0,1,0
4,Study 3,52,4,1,1,1
4,Study 3,53,1,1,0,0
4,Study 3,53,2,1,0,0
4,Study 3,53,3,1,0,1
4,Study 3,53,4,0,0,0
4,Study 3,54,1,0,0,0
4,Study 3,54,2,1,0,0
4,Study 3,54,3,0,0,0
4,Study 3,54,4,1,0,1
4,Study 3,55,1,0,1,0
4,Study 3,55,2,0,1,0
4,Study 3,55,3,1,1,1
4,Study 3,55,4,0,1,0
4,Study 3,56,1,1,0,0
4,Study 3,56,2,1,0,0
4,Study 3,56,3,0,0,0
4,Study 3,56,4,1,0,1
4,Study 3,57,1,0,0,1
4,Study 3,57,2,1,0,0
4,Study 3,57,3,0,0,1
4,Study 3,57,4,1,0,0
4,Study 3,58,1,0,1,0
4,Study 3,58,2,0,1,0
4,Study 3,58,3,1,1,1
4,Study 3,58,4,0,1,0
4,Study 3,59,1,1,0,0
4,Study 3,59,2,0,0,0
4,Study 3,59,3,0,0,1
4,Study 3,59,4,0,0,0
4,Study 3,60,1,1,1,0
4,Study 3,60,2,0,1,1
4,Study 3,60,3,1,1,1
4,Study 3,60,4,0,1,0
4,Study 3,61,1,1,0,0
4,Study 3,61,2,0,0,1
4,Study 3,61,3,0,0,1
4,Study 3,61,4,0,0,0
4,Study 3,62,1,0,1,0
4,Study 3,62,2,1,1,1
4,Study 3,62,3,1,1,1
4,Study 3,62,4,1,1,0
4,Study 3,63,1,0,1,0
4,Study 3,63,2,0,1,1
4,Study 3,63,3,1,1,1
4,Study 3,63,4,1,1,1
4,Study 3,64,1,1,1,1
4,Study 3,64,2,1,1,1
4,Study 3,64,3,1,1,1
4,Study 3,64,4,1,1,0
4,Study 3,65,1,1,0,0
4,Study 3,65,2,0,0,1
4,Study 3,65,3,1,0,0
4,Study 3,65,4,0,0,1
4,Study 3,66,1,0,0,0
4,Study 3,66,2,1,0,1
4,Study 3,66,3,0,0,1
4,Study 3,66,4,0,0,1
4,Study 3,67,1,1,1,0
4,Study 3,67,2,1,1,0
4,Study 3,67,3,0,1,0
4,Study 3,67,4,1,1,1
4,Study 3,68,1,0,1,1
4,Study 3,68,2,1,1,0
4,Study 3,68,3,0,1,1
4,Study 3,68,4,1,1,0
4,Study 3,69,1,1,0,1
4,Study 3,69,2,0,0,1
4,Study 3,69,3,1,0,1
4,Study 3,69,4,0,0,0
4,Study 3,70,1,0,1,0
4,Study 3,70,2,1,1,1
4,Study 3,70,3,0,1,1
4,Study 3,70,4,0,1,0
4,Study 3,71,1,1,1,1
4,Study 3,71,2,0,1,0
4,Study 3,71,3,1,1,1
4,Study 3,71,4,1,1,1
4,Study 3,72,1,0,0,0
4,Study 3,72,2,1,0,1
4,Study 3,72,3,0,0,0
4,Study 3,72,4,0,0,1
4,Study 3,73,1,0,1,1
4,Study 3,73,2,0,1,0
4,Study 3,73,3,1,1,1
4,Study 3,73,4,1,1,1
4,Study 3,74,1,1,0,1
4,Study 3,74,2,1,0,1
4,Study 3,74,3,0,0,1
4,Study 3,74,4,0,0,0
4,Study 3,75,1,1,0,1
4,Study 3,75,2,0,0,0
4,Study 3,75,3,1,0,1
4,Study 3,75,4,1,0,1
4,Study 3,76,1,0,1,0
4,Study 3,76,2,1,1,1
4,Study 3,76,3,1,1,1
4,Study 3,76,4,0,1,0
4,Study 3,77,1,0,0,0
4,Study 3,77,2,0,0,0
4,Study 3,77,3,0,0,0
4,Study 3,77,4,1,0,0
4,Study 3,78,1,1,1,1
4,Study 3,78,2,0,1,0
4,Study 3,78,3,0,1,0
4,Study 3,78,4,0,1,0
4,Study 3,79,1,1,0,1
4,Study 3,79,2,1,0,1
4,Study 3,79,3,1,0,1
4,Study 3,79,4,1,0,1
4,Study 3,80,1,0,1,1
4,Study 3,80,2,1,1,1
4,Study 3,80,3,1,1,1
4,Study 3,80,4,0,1,0
4,Study 3,81,1,1,0,1
4,Study 3,81,2,0,0,0
4,Study 3,81,3,0,0,1
4,Study 3,81,4,1,0,1
4,Study 3,82,1,0,0,1
4,Study 3,82,2,1,0,1
4,Study 3,82,3,0,0,1
4,Study 3,82,4,1,0,1
4,Study 3,83,1,1,1,1
4,Study 3,83,2,0,1,0
4,Study 3,83,3,1,1,1
4,Study 3,83,4,0,1,0
4,Study 3,84,1,0,1,0
4,Study 3,84,2,0,1,0
4,Study 3,84,3,0,1,1
4,Study 3,84,4,1,1,0
4,Study 3,85,1,1,1,0
4,Study 3,85,2,1,1,1
4,Study 3,85,3,1,1,0
4,Study 3,85,4,0,1,0
4,Study 3,86,1,0,0,1
4,Study 3,86,2,0,0,1
4,Study 3,86,3,0,0,1
4,Study 3,86,4,1,0,1
4,Study 3,87,1,1,0,1
4,Study 3,87,2,0,0,1
4,Study 3,87,3,0,0,1
4,Study 3,87,4,1,0,1
4,Study 3,88,1,0,0,0
4,Study 3,88,2,0,0,0
4,Study 3,88,3,1,0,1
4,Study 3,88,4,1,0,1
4,Study 3,89,1,0,1,1
4,Study 3,89,2,1,1,0
4,Study 3,89,3,0,1,0
4,Study 3,89,4,0,1,0
4,Study 3,90,1,1,1,1
4,Study 3,90,2,0,1,0
4,Study 3,90,3,1,1,0
4,Study 3,90,4,0,1,1
4,Study 3,91,1,1,0,0
4,Study 3,91,2,1,0,0
4,Study 3,91,3,0,0,1
4,Study 3,91,4,1,0,0
4,Study 3,92,1,0,1,1
4,Study 3,92,2,0,1,0
4,Study 3,92,3,1,1,1
4,Study 3,92,4,1,1,1
4,Study 3,93,1,0,0,0
4,Study 3,93,2,1,0,0
4,Study 3,93,3,0,0,1
4,Study 3,93,4,0,0,1
4,Study 3,94,1,1,0,1
4,Study 3,94,2,0,0,1
4,Study 3,94,3,1,0,1
4,Study 3,94,4,1,0,1
4,Study 3,95,1,0,1,0
4,Study 3,95,2,1,1,1
4,Study 3,95,3,0,1,1
4,Study 3,95,4,0,1,0
4,Study 3,96,1,1,1,1
4,Study 3,96,2,0,1,0
4,Study 3,96,3,0,1,1
4,Study 3,96,4,0,1,0
4,Study 3,97,1,0,0,1
4,Study 3,97,2,1,0,1
4,Study 3,97,3,1,0,1
4,Study 3,97,4,1,0,1
4,Study 3,98,1,1,0,1
4,Study 3,98,2,1,0,0
4,Study 3,98,3,0,0,1
4,Study 3,98,4,1,0,1
4,Study 3,99,1,1,1,1
4,Study 3,99,2,1,1,1
4,Study 3,99,3,0,1,0
4,Study 3,99,4,0,1,0
4,Study 3,100,1,0,0,0
4,Study 3,100,2,0,0,0
4,Study 3,100,3,1,0,1
4,Study 3,100,4,1,0,1
4,Study 3,101,1,0,1,0
4,Study 3,101,2,0,1,0
4,Study 3,101,3,0,1,0
4,Study 3,101,4,0,1,0
4,Study 3,102,1,1,0,1
4,Study 3,102,2,1,0,1
4,Study 3,102,3,1,0,1
4,Study 3,102,4,1,0,1
4,Study 3,103,1,0,0,1
4,Study 3,103,2,0,0,0
4,Study 3,103,3,0,0,1
4,Study 3,103,4,0,0,0
4,Study 3,104,1,1,0,1
4,Study 3,104,2,1,0,1
4,Study 3,104,3,1,0,1
4,Study 3,104,4,1,0,1
4,Study 3,105,1,0,1,1
4,Study 3,105,2,1,1,0
4,Study 3,105,3,1,1,1
4,Study 3,105,4,1,1,1
4,Study 3,106,1,1,1,1
4,Study 3,106,2,1,1,1
4,Study 3,106,3,1,1,1
4,Study 3,106,4,1,1,1
4,Study 3,107,1,0,1,0
4,Study 3,107,2,0,1,0
4,Study 3,107,3,0,1,0
4,Study 3,107,4,0,1,0
4,Study 3,108,1,0,0,1
4,Study 3,108,2,0,0,1
4,Study 3,108,3,0,0,0
4,Study 3,108,4,0,0,0
4,Study 3,109,1,1,1,1
4,Study 3,109,2,1,1,1
4,Study 3,109,3,1,1,1
4,Study 3,109,4,0,1,0
4,Study 3,110,1,0,0,1
4,Study 3,110,2,0,0,0
4,Study 3,110,3,0,0,1
4,Study 3,110,4,1,0,1
4,Study 3,111,1,0,1,0
4,Study 3,111,2,0,1,0
4,Study 3,111,3,1,1,0
4,Study 3,111,4,0,1,1
4,Study 3,112,1,1,0,1
4,Study 3,112,2,1,0,1
4,Study 3,112,3,0,0,1
4,Study 3,112,4,1,0,1
4,Study 3,113,1,1,0,0
4,Study 3,113,2,1,0,0
4,Study 3,113,3,0,0,1
4,Study 3,113,4,1,0,0
4,Study 3,114,1,1,1,1
4,Study 3,114,2,0,1,0
4,Study 3,114,3,0,1,0
4,Study 3,114,4,0,1,0
4,Study 3,115,1,0,1,0
4,Study 3,115,2,0,1,0
4,Study 3,115,3,1,1,1
4,Study 3,115,4,0,1,0
4,Study 3,116,1,1,0,0
4,Study 3,116,2,1,0,0
4,Study 3,116,3,1,0,1
4,Study 3,116,4,1,0,0
4,Study 3,117,1,0,1,0
4,Study 3,117,2,1,1,1
4,Study 3,117,3,1,1,1
4,Study 3,117,4,0,1,0
4,Study 3,118,1,1,0,0
4,Study 3,118,2,0,0,0
4,Study 3,118,3,1,0,1
4,Study 3,118,4,0,0,0
4,Study 3,119,1,0,0,0
4,Study 3,119,2,0,0,1
4,Study 3,119,3,0,0,0
4,Study 3,119,4,1,0,1
4,Study 3,120,1,1,1,1
4,Study 3,120,2,1,1,1
4,Study 3,120,3,0,1,0
4,Study 3,120,4,1,1,1
4,Study 3,121,1,0,1,0
4,Study 3,121,2,0,1,0
4,Study 3,121,3,1,1,1
4,Study 3,121,4,0,1,0
4,Study 3,122,1,0,0,1
4,Study 3,122,2,1,0,0
4,Study 3,122,3,0,0,1
4,Study 3,122,4,1,0,1
4,Study 3,123,1,1,1,1
4,Study 3,123,2,1,1,0
4,Study 3,123,3,0,1,1
4,Study 3,123,4,0,1,1
4,Study 3,124,1,0,0,0
4,Study 3,124,2,0,0,0
4,Study 3,124,3,1,0,1
4,Study 3,124,4,1,0,1
4,Study 3,125,1,0,0,0
4,Study 3,125,2,0,0,0
4,Study 3,125,3,1,0,1
4,Study 3,125,4,1,0,1
4,Study 3,126,1,1,0,1
4,Study 3,126,2,1,0,1
4,Study 3,126,3,1,0,1
4,Study 3,126,4,1,0,1
4,Study 3,127,1,1,1,0
4,Study 3,127,2,0,1,0
4,Study 3,127,3,0,1,1
4,Study 3,127,4,0,1,1
4,Study 3,128,1,0,0,0
4,Study 3,128,2,0,0,1
4,Study 3,128,3,1,0,1
4,Study 3,128,4,0,0,0
4,Study 3,129,1,1,1,1
4,Study 3,129,2,1,1,1
4,Study 3,129,3,0,1,0
4,Study 3,129,4,1,1,1
4,Study 3,130,1,1,1,1
4,Study 3,130,2,1,1,0
4,Study 3,130,3,1,1,0
4,Study 3,130,4,0,1,0
4,Study 3,131,1,0,0,0
4,Study 3,131,2,0,0,0
4,Study 3,131,3,0,0,0
4,Study 3,131,4,1,0,1
4,Study 3,132,1,1,1,1
4,Study 3,132,2,0,1,1
4,Study 3,132,3,1,1,1
4,Study 3,132,4,0,1,0
4,Study 3,133,1,0,0,0
4,Study 3,133,2,1,0,0
4,Study 3,133,3,0,0,1
4,Study 3,133,4,1,0,1
4,Study 3,134,1,1,1,0
4,Study 3,134,2,0,1,0
4,Study 3,134,3,0,1,0
4,Study 3,134,4,0,1,0
4,Study 3,135,1,1,0,1
4,Study 3,135,2,1,0,1
4,Study 3,135,3,1,0,1
4,Study 3,135,4,1,0,1
4,Study 3,136,1,0,0,1
4,Study 3,136,2,1,0,1
4,Study 3,136,3,0,0,0
4,Study 3,136,4,1,0,0
4,Study 3,137,1,0,1,1
4,Study 3,137,2,0,1,0
4,Study 3,137,3,1,1,1
4,Study 3,137,4,1,1,1
4,Study 3,138,1,1,1,1
4,Study 3,138,2,0,1,0
4,Study 3,138,3,1,1,0
4,Study 3,138,4,0,1,0
4,Study 3,139,1,0,0,1
4,Study 3,139,2,1,0,0
4,Study 3,139,3,0,0,0
4,Study 3,139,4,0,0,0
4,Study 3,140,1,1,0,1
4,Study 3,140,2,1,0,1
4,Study 3,140,3,0,0,0
4,Study 3,140,4,0,0,0
4,Study 3,141,1,1,1,1
4,Study 3,141,2,0,1,0
4,Study 3,141,3,1,1,0
4,Study 3,141,4,1,1,1
4,Study 3,142,1,0,1,1
4,Study 3,142,2,1,1,1
4,Study 3,142,3,1,1,1
4,Study 3,142,4,0,1,0
4,Study 3,143,1,0,0,1
4,Study 3,143,2,0,0,0
4,Study 3,143,3,0,0,1
4,Study 3,143,4,1,0,1
4,Study 3,144,1,1,0,1
4,Study 3,144,2,0,0,0
4,Study 3,144,3,1,0,0
4,Study 3,144,4,1,0,1
4,Study 3,145,1,1,1,1
4,Study 3,145,2,1,1,1
4,Study 3,145,3,1,1,1
4,Study 3,145,4,1,1,1
4,Study 3,146,1,0,1,0
4,Study 3,146,2,1,1,1
4,Study 3,146,3,0,1,0
4,Study 3,146,4,0,1,0
4,Study 3,147,1,1,0,0
4,Study 3,147,2,0,0,1
4,Study 3,147,3,0,0,1
4,Study 3,147,4,0,0,0
4,Study 3,148,1,0,0,1
4,Study 3,148,2,1,0,0
4,Study 3,148,3,0,0,1
4,Study 3,148,4,0,0,0
4,Study 3,149,1,0,1,0
4,Study 3,149,2,0,1,0
4,Study 3,149,3,1,1,1
4,Study 3,149,4,1,1,1
4,Study 3,150,1,1,0,1
4,Study 3,150,2,1,0,0
4,Study 3,150,3,1,0,1
4,Study 3,150,4,0,0,1
4,Study 3,151,1,0,1,1
4,Study 3,151,2,0,1,1
4,Study 3,151,3,0,1,1
4,Study 3,151,4,1,1,1
4,Study 3,152,1,1,0,1
4,Study 3,152,2,1,0,1
4,Study 3,152,3,0,0,0
4,Study 3,152,4,1,0,0
4,Study 3,153,1,1,1,1
4,Study 3,153,2,1,1,1
4,Study 3,153,3,1,1,1
4,Study 3,153,4,0,1,0
4,Study 3,154,1,1,0,1
4,Study 3,154,2,0,0,0
4,Study 3,154,3,0,0,0
4,Study 3,154,4,1,0,1
5,Study 4,1,2,0,0,1
5,Study 4,1,4,0,0,1
5,Study 4,1,3,1,0,1
5,Study 4,1,1,0,0,1
5,Study 4,2,2,1,0,1
5,Study 4,2,4,0,0,0
5,Study 4,2,3,1,0,1
5,Study 4,2,1,1,0,0
5,Study 4,3,2,1,1,1
5,Study 4,3,4,1,1,1
5,Study 4,3,3,0,1,0
5,Study 4,3,1,1,1,1
5,Study 4,4,2,0,0,1
5,Study 4,4,4,0,0,0
5,Study 4,4,3,1,0,0
5,Study 4,4,1,1,0,1
5,Study 4,5,2,0,0,0
5,Study 4,5,4,0,0,1
5,Study 4,5,3,1,0,1
5,Study 4,5,1,0,0,1
5,Study 4,6,2,0,1,0
5,Study 4,6,4,0,1,1
5,Study 4,6,3,1,1,0
5,Study 4,6,1,0,1,1
5,Study 4,7,2,1,0,1
5,Study 4,7,4,0,0,1
5,Study 4,7,3,0,0,0
5,Study 4,7,1,1,0,1
5,Study 4,8,2,1,0,0
5,Study 4,8,4,1,0,1
5,Study 4,8,3,1,0,1
5,Study 4,8,1,0,0,1
5,Study 4,9,2,0,1,0
5,Study 4,9,4,0,1,1
5,Study 4,9,3,0,1,1
5,Study 4,9,1,0,1,1
5,Study 4,10,2,1,0,1
5,Study 4,10,4,1,0,1
5,Study 4,10,3,1,0,1
5,Study 4,10,1,1,0,1
5,Study 4,11,2,0,1,0
5,Study 4,11,4,0,1,0
5,Study 4,11,3,1,1,1
5,Study 4,11,1,1,1,1
5,Study 4,12,2,1,0,1
5,Study 4,12,4,0,0,0
5,Study 4,12,3,0,0,0
5,Study 4,12,1,0,0,1
5,Study 4,13,2,0,1,0
5,Study 4,13,4,1,1,1
5,Study 4,13,3,1,1,1
5,Study 4,13,1,1,1,1
5,Study 4,14,2,1,0,0
5,Study 4,14,4,0,0,0
5,Study 4,14,3,1,0,1
5,Study 4,14,1,1,0,1
5,Study 4,15,2,0,1,0
5,Study 4,15,4,1,1,1
5,Study 4,15,3,0,1,1
5,Study 4,15,1,0,1,0
5,Study 4,16,2,1,1,1
5,Study 4,16,4,1,1,1
5,Study 4,16,3,1,1,1
5,Study 4,16,1,0,1,0
5,Study 4,17,2,0,0,0
5,Study 4,17,4,0,0,1
5,Study 4,17,3,0,0,1
5,Study 4,17,1,1,0,0
5,Study 4,18,2,1,1,0
5,Study 4,18,4,0,1,0
5,Study 4,18,3,1,1,1
5,Study 4,18,1,1,1,1
5,Study 4,19,2,0,0,0
5,Study 4,19,4,1,0,1
5,Study 4,19,3,0,0,1
5,Study 4,19,1,0,0,0
5,Study 4,20,2,0,0,0
5,Study 4,20,4,0,0,0
5,Study 4,20,3,0,0,0
5,Study 4,20,1,0,0,0
5,Study 4,21,2,1,0,1
5,Study 4,21,4,0,0,1
5,Study 4,21,3,1,0,1
5,Study 4,21,1,1,0,1
5,Study 4,22,2,1,0,1
5,Study 4,22,4,0,0,0
5,Study 4,22,3,0,0,1
5,Study 4,22,1,0,0,0
5,Study 4,23,2,0,1,1
5,Study 4,23,4,1,1,1
5,Study 4,23,3,0,1,1
5,Study 4,23,1,0,1,1
5,Study 4,24,2,0,1,1
5,Study 4,24,4,1,1,1
5,Study 4,24,3,1,1,1
5,Study 4,24,1,1,1,0
5,Study 4,25,2,1,1,1
5,Study 4,25,4,1,1,1
5,Study 4,25,3,1,1,1
5,Study 4,25,1,1,1,1
5,Study 4,26,2,0,1,0
5,Study 4,26,4,1,1,1
5,Study 4,26,3,0,1,0
5,Study 4,26,1,0,1,0
5,Study 4,27,2,1,0,1
5,Study 4,27,4,0,0,0
5,Study 4,27,3,1,0,1
5,Study 4,27,1,1,0,1
5,Study 4,28,2,1,0,1
5,Study 4,28,4,0,0,0
5,Study 4,28,3,1,0,0
5,Study 4,28,1,1,0,0
5,Study 4,29,2,0,1,1
5,Study 4,29,4,0,1,0
5,Study 4,29,3,1,1,1
5,Study 4,29,1,0,1,0
5,Study 4,30,2,1,0,1
5,Study 4,30,4,1,0,1
5,Study 4,30,3,1,0,1
5,Study 4,30,1,1,0,1
5,Study 4,31,2,1,0,1
5,Study 4,31,4,1,0,1
5,Study 4,31,3,0,0,0
5,Study 4,31,1,1,0,1
5,Study 4,32,2,1,0,0
5,Study 4,32,4,1,0,1
5,Study 4,32,3,0,0,0
5,Study 4,32,1,0,0,1
5,Study 4,33,2,0,1,1
5,Study 4,33,4,0,1,0
5,Study 4,33,3,1,1,1
5,Study 4,33,1,1,1,0
5,Study 4,34,2,1,0,1
5,Study 4,34,4,1,0,1
5,Study 4,34,3,1,0,1
5,Study 4,34,1,0,0,0
5,Study 4,35,2,0,1,0
5,Study 4,35,4,0,1,0
5,Study 4,35,3,0,1,1
5,Study 4,35,1,0,1,1
5,Study 4,36,2,1,0,1
5,Study 4,36,4,1,0,1
5,Study 4,36,3,1,0,1
5,Study 4,36,1,1,0,1
5,Study 4,37,2,1,1,0
5,Study 4,37,4,0,1,0
5,Study 4,37,3,1,1,1
5,Study 4,37,1,1,1,0
5,Study 4,38,2,0,0,1
5,Study 4,38,4,1,0,1
5,Study 4,38,3,0,0,1
5,Study 4,38,1,0,0,0
5,Study 4,39,2,1,1,1
5,Study 4,39,4,1,1,1
5,Study 4,39,3,1,1,1
5,Study 4,39,1,1,1,0
5,Study 4,40,2,0,0,0
5,Study 4,40,4,1,0,1
5,Study 4,40,3,1,0,1
5,Study 4,40,1,0,0,0
5,Study 4,41,2,0,0,0
5,Study 4,41,4,0,0,0
5,Study 4,41,3,0,0,0
5,Study 4,41,1,0,0,0
5,Study 4,42,2,1,1,1
5,Study 4,42,4,0,1,1
5,Study 4,42,3,0,1,1
5,Study 4,42,1,0,1,0
5,Study 4,43,2,1,1,1
5,Study 4,43,4,0,1,0
5,Study 4,43,3,0,1,1
5,Study 4,43,1,0,1,0
5,Study 4,44,2,0,1,0
5,Study 4,44,4,1,1,1
5,Study 4,44,3,1,1,0
